id,eo_number,president,pres_party,beg_term,end_term,signed_date,year,month,day,congress,divided,commemorative,description,pap_majortopic,pap_subtopic,majortopic,subtopic
1485,11010,KENNEDY,100,0,0,19620319,1962,3,19,87,0,0,"Amending Executive Order No. 10713, relating to the administration of the Ryukyu Islands",21,2105,21,2105
1486,11011,KENNEDY,100,0,0,19620320,1962,3,20,87,0,0,"Creating an emergency board to investigate a dispute between the Trans World Airlines, Inc., and certain of its employees",10,1003,10,1003
1487,11012,KENNEDY,100,0,0,19620327,1962,3,27,87,0,0,Providing for the performance of certain functions under sections 1(a) and 1(b) of the Administrative Expenses Act of 1946,20,2002,20,2002
1488,11013,KENNEDY,100,0,0,19620407,1962,4,7,87,0,0,Creating a Board of Inquiry to report on a labor dispute affecting the maritime industry of the United States,10,1007,10,1007
1489,11014,KENNEDY,100,0,0,19620417,1962,4,17,87,0,0,Delegating to the Secretary of Commerce functions with respect to participation of the United States in the New York World's Fair,19,1999,19,1999
1490,11015,KENNEDY,100,0,0,19620423,1962,4,23,87,0,0,"Creating an emergency board to investigate disputes between the Chicago and North Western Railway Company, the former Chicago, St. Paul, Minneapolis and Omaha Railway Company, now a part of the Chicago and North Western Railway Company by merger, and cert",10,1005,10,1005
1491,11016,KENNEDY,100,0,0,19620425,1962,4,25,87,0,1,Authorizing award of the Purple Heart,16,1699,16,1699
1492,11017,KENNEDY,100,0,0,19620427,1962,4,27,87,0,0,Providing for coordination with respect to outdoor recreation resources and establishing the Recreation Advisory Council,21,2101,21,2101
1493,11018,KENNEDY,100,0,0,19620427,1962,4,27,87,0,0,Increasing from three to four the number of Vice Chairmen of the President's Committee on Employment of the Handicapped,2,205,2,205
1494,11019,KENNEDY,100,0,0,19620427,1962,4,27,87,0,0,Amending Executive Order No. 10873 to provide for an exception to the Inter-American Development Bank's Immunity from suit specified in the International Organizations Immunities Act,19,1906,19,1906
1495,11020,KENNEDY,100,0,0,19620507,1962,5,7,87,0,0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Armed Services",20,2009,20,2009
1496,11021,KENNEDY,100,0,0,19620507,1962,5,7,87,0,0,Administration of the Trust Territory of the Pacific Islands by the Secretary of the Interior,21,2105,21,2105
1497,11022,KENNEDY,100,0,0,19620514,1962,5,14,87,0,0,Establishing the President's Council on Aging,13,1303,13,1303
1498,11023,KENNEDY,100,0,0,19620528,1962,5,28,87,0,0,Providing for the performance by the Secretary of Commerce of certain functions relating to the Coast and Geodetic Survey,17,1708,17,1708
1499,11024,KENNEDY,100,0,0,19620604,1962,6,4,87,0,0,Exemption of Alan T. Wateman from compulsory retirement for age,2,204,2,204
1500,11025,KENNEDY,100,0,0,19620607,1962,6,7,87,0,0,Creating a Board of Inquiry to report on a labor dispute affecting the aircraft industry of the United States,10,1003,10,1003
1501,11026,KENNEDY,100,0,0,19620608,1962,6,8,87,0,0,"Amendment of Executive Order No. 11025, creating a Board of Inquiry to report on a labor dispute affecting the aircraft industry of the United States",10,1003,10,1003
1502,11027,KENNEDY,100,0,0,19620608,1962,6,8,87,0,0,Creating an emergency board to investigate a dispute between the New York Central Railroad Company System and the Pittsburgh and Lake Erie Railroad Company and certain of their employees,10,1005,10,1005
1503,11028,KENNEDY,100,0,0,19620609,1962,6,9,87,0,0,Transferring lands between the Clark and Mark Twain National Forests (Missouri) and adding certain lands to the Hiawatha National Forest (Michigan),21,2103,21,2103
1504,11029,KENNEDY,100,0,0,19620613,1962,6,13,87,0,0,"Amendment of Executive Order No. 11025, creating a Board of Inquiry to report on a labor dispute affecting the aircraft industry of the United States",10,1003,10,1003
1505,11030,KENNEDY,100,0,0,19620615,1962,6,15,87,0,0,"Preparation, presentation, filing, and publication of Executive Order and Proclamations",20,2011,20,2011
1506,11031,KENNEDY,100,0,0,19620619,1962,6,19,87,0,0,Quetico-Superior Committee,21,2101,21,2101
1507,11032,KENNEDY,100,0,0,19620619,1962,6,19,87,0,0,"Amendment of Executive Order No. 5952 of November 23, 1932, as amended, prescribing the Army ration",16,1608,16,1608
1508,11033,KENNEDY,100,0,0,19620620,1962,6,20,87,0,0,"Creating an emergency board to investigate disputes between the American Airlines, Inc., and certain of its employees",10,1003,10,1003
1509,11034,KENNEDY,100,0,0,19620625,1962,6,25,87,0,0,Administration of the Mutual Educational Cultural Exchange Act of 1961,19,1900,19,1900
1510,11035,KENNEDY,100,0,0,19620709,1962,7,9,87,0,0,Management of federal office space,20,2008,20,2008
1511,11036,KENNEDY,100,0,0,19620711,1962,7,11,87,0,0,"Administration of the Agricultural Trade Development and Assistance Act of 1954, as amended",4,401,4,401
1512,11037,KENNEDY,100,0,0,19620720,1962,7,20,87,0,0,"Amendment of section 12 of Executive Order No. 6260 of August 28, 1933, as amended",1,104,1,104
1513,11038,KENNEDY,100,0,0,19620723,1962,7,23,87,0,0,"Continuing in effect Executive Order No. 10945 of May 24, 1961, relating to the administration of the Export Control Act of 1949, as amended",18,1803,18,1803
1514,11039,KENNEDY,100,0,0,19620803,1962,8,3,87,0,0,Extension of the President's Commission on Campaign Costs,20,2012,20,2012
1515,11040,KENNEDY,100,0,0,19620806,1962,8,6,87,0,0,Creating an emergency board to investigate dispute between the Belt Railway Company of Chicago and certain of its employees,10,1005,10,1005
1516,11041,KENNEDY,100,0,0,19620806,1962,8,6,87,0,0,Continuance and administration of the Peace Corps in the Department of State,19,1929,19,1929
1517,11042,KENNEDY,100,0,0,19620810,1962,8,10,87,0,0,Creating an emergency board to investigate a dispute between the Southern Pacific Company (Pacific Lines) and certain of its employees,10,1005,10,1005
1518,11043,KENNEDY,100,0,0,19620814,1962,8,14,87,0,0,"Creating an emergency board to investigate dispute between the Pan American World Airways, Inc., and certain of its employees",10,1003,10,1003
1519,11044,KENNEDY,100,0,0,19620820,1962,8,20,87,0,0,Interagency coordination of arms control and disarmament matters,16,1605,16,1605
1520,11045,KENNEDY,100,0,0,19620821,1962,8,21,87,0,0,Discontinuing the Guam Island Naval Defensive Sea Area and Guam Island Naval Airspace Reservation,21,2105,21,2105
1521,11046,KENNEDY,100,0,0,19620824,1962,8,24,87,0,1,Authorizing Award of the Bronze Star Medal,16,1699,16,1699
1522,11047,KENNEDY,100,0,0,19620828,1962,8,28,87,0,0,Delegating certain authority to the Secretary of Defense and the Administrator of the Federal Aviation Agency,10,1003,10,1003
1523,11048,KENNEDY,100,0,0,19620904,1962,9,4,87,0,0,Administration of Wake Island and Midway Island,21,2105,21,2105
1524,11049,KENNEDY,100,0,0,19620914,1962,9,14,87,0,0,Providing for the carrying out of the Public Works Acceleration Act,10,1010,10,1010
1525,11050,KENNEDY,100,0,0,19620914,1962,9,14,87,0,0,Creating an emergency board to investigate disputes between the REA Express and certain of its employees,10,1005,10,1005
1526,11051,KENNEDY,100,0,0,19620927,1962,9,27,87,0,0,Prescribing responsibilities of the Office of Emergency Planning in the Executive Office of the President,20,2011,20,2011
1527,11052,KENNEDY,100,0,0,19620928,1962,9,28,87,0,0,Cotton textiles and cotton textile products,18,1800,18,1800
1528,11053,KENNEDY,100,0,0,19620930,1962,9,30,87,0,0,Providing assistance for the removal of unlawful obstructions of justice in the State of Mississippi,2,201,2,201
1529,11054,KENNEDY,100,0,0,19621001,1962,10,1,87,0,0,Creating a Board of Inquiry to report on certain labor disputes affecting the maritime industry of the United States,10,1007,10,1007
1530,11055,KENNEDY,100,0,0,19621009,1962,10,9,87,0,0,Inspection of income tax returns by the House Select Committee on Small Business,20,2009,20,2009
1531,11056,KENNEDY,100,0,0,19621011,1962,10,11,87,0,0,Assigning to the Civil Service Commission certain authority with respect to federal salaries,20,2004,20,2004
1532,11057,KENNEDY,100,0,0,19621018,1962,10,18,87,0,0,Authorization for the communication of restricted data by the Department of State,2,208,2,208
1533,11058,KENNEDY,100,0,0,19621023,1962,10,23,87,0,0,Assigning authority with respect to ordering persons and units in the Ready Reserve to active duty and with respect to the extension of enlistments and other periods of service in the Armed Forces,16,1612,16,1612
1534,11059,KENNEDY,100,0,0,19621023,1962,10,23,87,0,0,"Designating public international organizations entitled to enjoy certain privileges, exemptions, and immunities",19,1926,19,1926
1535,11060,KENNEDY,100,0,0,19621107,1962,11,7,87,0,0,Prescribing certain regulations and delegating to the Attorney General certain authority of the President to prescribe other regulations relating to the recovery from tortuously liable third persons of the cost of hospital and medical care and treatment f,3,399,3,399
1536,11061,KENNEDY,100,0,0,19621108,1962,11,8,87,0,1,Mrs. Anna Eleanor Roosevelt,20,2099,20,2099
1537,11062,KENNEDY,100,0,0,19621119,1962,11,19,87,0,0,"Amendment of Executive Order No. 10480, relating to the administration of the Defense Mobilization program, so as to designate the Department of Defense as a loan guaranteeing agency",16,1604,16,1604
1538,11063,KENNEDY,100,0,0,19621120,1962,11,20,87,0,0,Equal opportunity in housing,2,201,2,201
1539,11064,KENNEDY,100,0,0,19621121,1962,11,21,87,0,0,"Excusing federal employees from duty on December 24, 1962",20,2030,20,2030
1540,11065,KENNEDY,100,0,0,19621121,1962,11,21,87,0,0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Foreign Relations",20,2009,20,2009
1541,11066,KENNEDY,100,0,0,19621127,1962,11,27,87,0,0,"Including certain tracts of land in the Cherokee and Jefferson National Forests, in Tennessee and Virginia",21,2103,21,2103
1542,11067,KENNEDY,100,0,0,19621127,1962,11,27,87,0,0,"Including certain tracts of land in the Nantahala and Cherokee National Forests, respectively",21,2103,21,2103
1543,11068,KENNEDY,100,0,0,19621128,1962,11,28,87,0,0,"Creating a Board of Inquiry to report on a labor dispute affecting the ballistics missile, space vehicle and military aircraft industry",16,1610,16,1610
1544,11069,KENNEDY,100,0,0,19621128,1962,11,28,87,0,0,Amending Executive Order No. 11017 so as to designate the Secretary of Commerce as a member of the Recreation Advisory Council,21,2101,21,2101
1545,11070,KENNEDY,100,0,0,19621212,1962,12,12,87,0,0,"Amendment of the list of communicable diseases contained in Executive Order No. 9708 of March 26, 1946, as amended by Executive Order No. 10532 of May 28, 1954",3,331,3,331
1546,11071,KENNEDY,100,0,0,19621227,1962,12,27,87,0,0,Designation of certain foreign countries as economically less developed countries for purpose of the Revenue Act of 1962,19,1901,19,1901
1547,11072,KENNEDY,100,0,0,19621228,1962,12,28,87,0,0,Extending the exterior boundaries of the Superior National Forest in Minnesota and the Clark National Forest in Missouri,21,2103,21,2103
1548,11073,KENNEDY,100,0,0,19630102,1963,1,2,88,0,0,Providing for federal salary administration,20,2004,20,2004
1549,11074,KENNEDY,100,0,0,19630108,1963,1,8,88,0,0,Establishing the President's Council on Physical Fitness,15,1526,15,1526
1550,11075,KENNEDY,100,0,0,19630115,1963,1,15,88,0,0,Administration of the Trade Expansion Act of 1962,18,1800,18,1800
1551,11076,KENNEDY,100,0,0,19630115,1963,1,15,88,0,0,Establishing the President's Advisory Commission on Narcotic and Drug Abuse,3,342,3,342
1552,11077,KENNEDY,100,0,0,19630122,1963,1,22,88,0,0,Administration of the Migration and Refugee Assistance Act of 1962,9,900,9,900
1553,11078,KENNEDY,100,0,0,19630123,1963,1,23,88,0,0,"Creating a Board of Inquiry to report on a labor dispute affecting the ballistics missile, space vehicle and military aircraft industry",16,1610,16,1610
1554,11079,KENNEDY,100,0,0,19630125,1963,1,25,88,0,0,"Providing for the prescribing of regulations under which members of the armed forces and others may accept fellowships, scholarships or grants",16,1608,16,1608
1555,11080,KENNEDY,100,0,0,19630129,1963,1,29,88,0,0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Foreign Relations",20,2009,20,2009
1556,11081,KENNEDY,100,0,0,19630129,1963,1,29,88,0,0,"Amending the Manual for Courts-Martial, United States, 1951, to implement section 815 of title 10, United States Code, relating to nonjudicial punishment",16,1608,16,1608
1557,11082,KENNEDY,100,0,0,19630204,1963,2,4,88,0,0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations",20,2009,20,2009
1558,11083,KENNEDY,100,0,0,19630206,1963,2,6,88,0,0,"Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives",20,2009,20,2009
1559,11084,KENNEDY,100,0,0,19630215,1963,2,15,88,0,0,"Amending Executive Order No. 10995, relating to telecommunications",17,1706,17,1706
1560,11085,KENNEDY,100,0,0,19630222,1963,2,22,88,0,1,The Presidential Medal of Freedom,20,2006,20,2006
1561,11086,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Amendment of Executive Order No. 10587 relating to the administration of section 32(h) of the Trading with the Enemy Act,18,1802,18,1802
1562,11087,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to the Secretary of State,20,2011,20,2011
1563,11088,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to the Secretary of the Treasury,20,2011,20,2011
1564,11089,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to the Atomic Energy Commission,20,2011,20,2011
1565,11090,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to the Civil Aeronautics Board,20,2011,20,2011
1566,11091,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to the Civil Service Commission,20,2011,20,2011
1567,11092,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to the Federal Communications Commission,20,2011,20,2011
1568,11093,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to the Administrator of General Services,20,2011,20,2011
1569,11094,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to:  the Board of Governors of the Federal Reserve System; the Federal Home Loan Bank Board; The Farm Credit Administration; the Export-Import Bank of Washington; the Board of Directors of the Federal Deposit Ins,20,2011,20,2011
1570,11095,KENNEDY,100,0,0,19630226,1963,2,26,88,0,0,Assigning emergency preparedness functions to:  the Board of Directors of the Tennessee Valley Authority; the Railroad Retirement Board; the Administrator of the National Aeronautics and Space Administration; the Federal Power Commission; the Director of,20,2011,20,2011
1571,11096,KENNEDY,100,0,0,19630228,1963,2,28,88,0,1,Establishing a seal for the United States Civil Service Commission,20,2004,20,2004
1572,11097,KENNEDY,100,0,0,19630228,1963,2,28,88,0,0,"Amendment of Executive Order No. 10501, as amended, relating to authority for the original classification of defense information and material",16,1603,16,1603
1573,11098,KENNEDY,100,0,0,19630314,1963,3,14,88,0,0,Amending the Selective Service regulations,16,1608,16,1608
1574,11099,KENNEDY,100,0,0,19630314,1963,3,14,88,0,0,"Inspection of income, estate, and gift tax returns by the House Committee on Public Works",20,2009,20,2009
1575,11100,KENNEDY,100,0,0,19630330,1963,3,30,88,0,0,Establishing the President's Commission on Registration and Voting Participation,2,206,2,206
1576,11101,KENNEDY,100,0,0,19630403,1963,4,3,88,0,0,"Creating an emergency board to investigate disputes between the carriers represented by the Eastern, Western, and Southwester Carriers' Conference Committees and certain of their employees",10,1005,10,1005
1577,11102,KENNEDY,100,0,0,19630404,1963,4,4,88,0,0,Inspection of returns by possessions of the United States,20,2009,20,2009
1578,11103,KENNEDY,100,0,0,19630410,1963,4,10,88,0,0,Providing for the appointment of former Peace Corps volunteers to the civilian career services,20,2004,20,2004
1579,11104,KENNEDY,100,0,0,19630412,1963,4,12,88,0,0,U.S.S. Thresher,16,1699,16,1699
1580,11105,KENNEDY,100,0,0,19630418,1963,4,18,88,0,0,Transferring to the Housing and Home Finance Administrator certain functions of the Atomic Energy Commission under the Atomic Energy Community Act of 1955,8,801,8,801
1581,11106,KENNEDY,100,0,0,19630418,1963,4,18,88,0,0,Providing for the administration of the trade agreements program and related matters,18,1802,18,1802
1582,11107,KENNEDY,100,0,0,19630425,1963,4,25,88,0,0,Administration of Alaska railroads,10,1005,10,1005
1583,11108,KENNEDY,100,0,0,19630522,1963,5,22,88,0,0,"Delegating authority under the International Wheat Agreement Act of 1949, as amended, to the Secretary of Agriculture",4,401,4,401
1584,11109,KENNEDY,100,0,0,19630527,1963,5,27,88,0,0,"Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Un-American Activities, House of Representatives",20,2009,20,2009
1585,11110,KENNEDY,100,0,0,19630604,1963,6,4,88,0,0,"Amendment of Executive Order No. 10289, as amended, relating to the performance of certain functions affecting the Department of Treasury",1,104,1,104
1586,11111,KENNEDY,100,0,0,19630611,1963,6,11,88,0,0,Providing assistance for the removal of obstructions of justice and suppression of unlawful combinations within the State of Alabama,2,201,2,201
1587,11112,KENNEDY,100,0,0,19630612,1963,6,12,88,0,0,Establishing the President's Advisory Council on the Arts,6,609,6,2300
1588,11113,KENNEDY,100,0,0,19630613,1963,6,13,88,0,0,"Amendment of Executive Order No. 11075, as amended, relating to the administration of the trade agreements program",18,1802,18,1802
1589,11114,KENNEDY,100,0,0,19630622,1963,6,22,88,0,0,Extending the authority of the President's Committee on Equal Employment Opportunity,2,200,2,200
1590,11115,KENNEDY,100,0,0,19630704,1963,7,4,88,0,0,"Creating an emergency board to investigate disputes between the Pullman Company, Chicago, Rock Island & Pacific Railroad Company, the New York Central System, and the Soo Line Railroad Company and certain of their employees",10,1005,10,1005
1591,11116,KENNEDY,100,0,0,19630805,1963,8,5,88,0,0,Prescribing rates of charges for certain hospitalization and dispensary services and delegating authority to prescribe such rates,3,322,3,322
1592,11117,KENNEDY,100,0,0,19630813,1963,8,13,88,0,0,Establishing an Interagency Committee on International Athletics,19,1926,19,1926
1593,11118,KENNEDY,100,0,0,19630910,1963,9,10,88,0,0,Providing assistance for removal of unlawful obstructions of justice in the State of Alabama,2,201,2,201
1594,11119,KENNEDY,100,0,0,19630910,1963,9,10,88,0,0,Amending the Selective Service regulations,16,1608,16,1608
1595,11120,KENNEDY,100,0,0,19631002,1963,10,2,88,0,0,"Amendment of Executive Order No. 10152, relating to incentive pay for hazardous duty, Executive Order No. 10168, relating to pay for sea duty and duty at certain places, and Executive Order No. 10204, relating to basic allowances for quarters",16,1608,16,1608
1596,11121,KENNEDY,100,0,0,19631009,1963,10,9,88,0,0,"Creating an emergency board to investigate a dispute between the United Air Lines Inc., and certain of its employees",10,1003,10,1003
1597,11122,KENNEDY,100,0,0,19631016,1963,10,16,88,0,0,Establishing the Rural Development Committee,14,1405,14,1405
1598,11123,KENNEDY,100,0,0,19631018,1963,10,18,88,0,0,"Amendment of Executive Order No. 10853, relating to various allowances to certain government personnel on foreign duty",19,1929,19,1929
1599,11124,KENNEDY,100,0,0,19631028,1963,10,28,88,0,0,Enlarging the membership of the President's Advisory Council on the Arts,6,609,6,2300
1600,11125,KENNEDY,100,0,0,19631029,1963,10,29,88,0,0,"Delegating authority of the President under sections 205 and 208 of Title 18 of the United States Code, relating to conflicts of interest",20,2002,20,2002
1601,11126,KENNEDY,100,0,0,19631101,1963,11,1,88,0,0,Establishing a committee and council relating to the status of women,2,202,2,202
1602,11127,KENNEDY,100,0,0,19631109,1963,11,9,88,0,0,Creating an emergency board to investigate a dispute between the Florida East Coast Railway Company and certain of its employees,10,1005,10,1005
1603,11128,JOHNSON,100,1,0,19631123,1963,11,23,88,0,1,"Closing government departments and agencies on November 25, 1963",20,2030,20,2030
1604,11129,JOHNSON,100,1,0,19631129,1963,11,29,88,0,0,"Designating certain facilities of the National Aeronautics and Space Administration and of the Department of Defense, in the State of Florida, as the John F. Kennedy Space Center",17,1701,17,1701
1605,11130,JOHNSON,100,1,0,19631129,1963,11,29,88,0,0,Appointing a commission to report upon the assassination of President John F. Kennedy,12,1201,12,1201
1606,11131,JOHNSON,100,1,0,19631211,1963,12,11,88,0,0,"Creating an emergency board to investigate disputes between the Braniff Airways, Inc., Continental Airlines, Inc., Eastern Air Lines, Inc., National Airlines, Inc., Northwest Airlines, Inc., and Trans World Airlines, Inc., and certain of their employees",10,1003,10,1003
1607,11132,JOHNSON,100,1,0,19631212,1963,12,12,88,0,0,Establishing the Interagency Committee on Export Expansion,18,1803,18,1803
1608,11133,JOHNSON,100,1,0,19631217,1963,12,17,88,0,0,"Inspection of income, estate, and gift tax returns by the Senate Committee on Rules and Administration",20,2009,20,2009
1609,11134,JOHNSON,100,1,0,19631220,1963,12,20,88,0,0,Extension of the President's Commission on Registration and Voting Participation,2,206,2,206
1610,11135,JOHNSON,100,1,0,19640103,1964,1,3,88,0,0,"Creating an emergency board to investigate disputes between the carriers represented by the Eastern, Western and Southeastern Carriers' Conference Committee, and certain of their employees",10,1005,10,1005
1611,11136,JOHNSON,100,1,0,19640103,1964,1,3,88,0,0,Establishing the President's Committee on Consumer Interstate and the Consumer Advisory Council,15,1525,15,1525
1612,11137,JOHNSON,100,1,0,19640107,1964,1,7,88,0,0,Relating to certain allowance and benefits for civilian employees of nonappropriated fund instrumentalities of the Armed Forces,16,1608,16,1608
1613,11138,JOHNSON,100,1,0,19640107,1964,1,7,88,0,0,"Modifying Executive Order No. 9721, as amended by Executive Order No. 10103, providing for the transfer of personnel to certain public international organizations",20,2004,20,2004
1614,11139,JOHNSON,100,1,0,19640107,1964,1,7,88,0,0,Authorizing acceptance of the United National Medal and Service Ribbon,16,1699,16,1699
1615,11140,JOHNSON,100,1,0,19640130,1964,1,30,88,0,0,Delegating certain functions of the President relating to the Public Health Service,3,300,3,300
1616,11141,JOHNSON,100,1,0,19640212,1964,2,12,88,0,0,Declaring a public policy against discriminating on the basis of age,2,204,2,204
1617,11142,JOHNSON,100,1,0,19640212,1964,2,12,88,0,0,Prescribing regulations governing the allowance of travel expenses of claimants and beneficiaries of the Veterans' Administration and their attendants,16,1609,16,1608
1618,11143,JOHNSON,100,0,0,19640302,1964,3,2,88,0,0,Public Advisory Committee for Trade Negotiations,18,1802,18,1802
1619,11144,JOHNSON,100,0,0,19640305,1964,3,5,88,0,0,Establishing the Temporary Alaska Claims Commission,21,2105,21,2105
1620,11145,JOHNSON,100,0,0,19640307,1964,3,7,88,0,0,Providing for a Curator of the White House and establishing a Committee for the Preservation of the White House,21,2101,21,2101
1621,11146,JOHNSON,100,0,0,19640313,1964,3,13,88,0,0,"Amendment of Executive Order NO. 10204, prescribing regulations governing the payment of basic allowances for quarters",16,1608,16,1608
1622,11147,JOHNSON,100,0,0,19640317,1964,3,17,88,0,0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,10,1005,10,1005
1623,11148,JOHNSON,100,0,0,19640323,1964,3,23,88,0,0,Designating the Secretary of the Interior as a member of the Interagency Committee on Export Expansion,18,1803,18,1803
1624,11149,JOHNSON,100,0,0,19640401,1964,4,1,88,0,0,Establishing the President's Advisory Committee on Supersonic Transport,10,1003,10,1003
1625,11150,JOHNSON,100,0,0,19640402,1964,4,2,88,0,0,Establishing the Federal Reconstruction and Development Planning Commission for Alaska,15,1523,15,1523
1626,11151,JOHNSON,100,0,0,19640408,1964,4,8,88,0,0,"Suspension of the provisions of section 5770 of title 10, United States Code, relating to promotion of certain officers of the regular Navy",16,1608,16,1608
1627,11152,JOHNSON,100,0,0,19640415,1964,4,15,88,0,0,Establishing the President's Committee on Manpower,5,502,5,502
1628,11153,JOHNSON,100,0,0,19640417,1964,4,17,88,0,0,"Inspection of income, estate, and gift tax returns by the Senate Committee on the Judiciary",20,2009,20,2009
1629,11154,JOHNSON,100,0,0,19640508,1964,5,8,88,0,0,Exemption of J. Edgar Hoover from compulsory retirement for age,2,204,2,204
1630,11155,JOHNSON,100,0,0,19640523,1964,5,23,88,0,0,Providing for the recognition of certain students as Presidential Scholars,20,2099,20,2099
1631,11156,JOHNSON,100,0,0,19640617,1964,6,17,88,0,0,Establishing a Maritime Advisory Committee,10,1007,10,1007
1632,11157,JOHNSON,100,0,0,19640622,1964,6,22,88,0,0,"Prescribing regulations relating to incentive pay for hazardous duty, special pay for sea duty and duty at certain places, basic allowances for subsistence, and basic allowances for quarters",16,1608,16,1608
1633,11158,JOHNSON,100,0,0,19640622,1964,6,22,88,0,0,"Designating the Attorney General as the officer authorized to administer the provisions of the Austrian Assets Agreement of January 30, 1959",16,1620,16,1620
1634,11159,JOHNSON,100,0,0,19640623,1964,6,23,88,0,0,"Amendment of Executive Order No. 11143, relating to the Public Advisory Committee for Trade Negotiations",18,1802,18,1802
1635,11160,JOHNSON,100,0,0,19640706,1964,7,6,88,0,0,Prescribing regulations relating to medical care for retired ships' officers and members of crews of vessels of the Coast and Geodetic Survey and dependents of active and retired ships' officers and crew members,16,1608,16,1608
1636,11161,JOHNSON,100,0,0,19640707,1964,7,7,88,0,0,Relating to certain relationships between the Department of Defense and the Federal Aviation Agency,10,1003,10,1003
1637,11162,JOHNSON,100,0,0,19640728,1964,7,28,88,0,0,Adding the Postmaster General to the membership of the President's Committee on Equal Employment Opportunity,2,200,2,200
1638,11163,JOHNSON,100,0,0,19640728,1964,7,28,88,0,0,"Including a certain tract of land of Fannin County, Georgia, in the Chattahoochee National Forest",21,2103,21,2103
1639,11164,JOHNSON,100,0,0,19640801,1964,8,1,88,0,0,"Amending Executive Order No. 10530, relating to the performance by the Director of the Bureau of the Budget of certain functions vested in the President",20,2001,20,2001
1640,11165,JOHNSON,100,0,0,19640815,1964,8,15,88,0,0,"Setting aside for the use of the United States certain public lands and other public property located at the Fort Shafter Military Reservation, Hawaii",16,1611,16,1611
1641,11166,JOHNSON,100,0,0,19640815,1964,8,15,88,0,0,"Setting aside for the use of the United States certain public lands and other public property located at the Makua Military Reservation, Hawaii",16,1611,16,1611
1642,11167,JOHNSON,100,0,0,19640815,1964,8,15,88,0,0,"Setting aside for the use of the United States certain public lands and other public property located at the Pohakuloa Training Area, Hawaii",21,2105,21,2105
1643,11168,JOHNSON,100,0,0,19640818,1964,8,18,88,0,0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,10,1003,10,1003
1644,11169,JOHNSON,100,0,0,19640818,1964,8,18,88,0,0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,10,1005,10,1005
1645,11170,JOHNSON,100,0,0,19640818,1964,8,18,88,0,0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,10,1005,10,1005
1646,11171,JOHNSON,100,0,0,19640818,1964,8,18,88,0,0,The Canal Zone Merit System and regulations relating to conditions of employment in the Canal Zone,19,1915,19,1915
1647,11172,JOHNSON,100,0,0,19640819,1964,8,19,88,0,0,"Setting aside for the use of the United States certain public land and other public property located at the Kapalama Military Reservation, Hawaii",16,1611,16,1611
1648,11173,JOHNSON,100,0,0,19640820,1964,8,20,88,0,0,"Amending Executive Order No. 11073, relating to federal salary administration",20,2004,20,2004
1649,11174,JOHNSON,100,0,0,19640901,1964,9,1,88,0,1,Establishing the Presidential Service Certificate and the Presidential Service Badge,16,1699,16,1699
1650,11175,JOHNSON,100,0,0,19640902,1964,9,2,88,0,0,Exclusion for original or new Canadian issues as required for international monetary stability,18,1808,18,1808
1651,11176,JOHNSON,100,0,0,19640903,1964,9,3,88,0,0,Inspection of certain interest equalization tax information returns by the Board of Governors of the Federal Reserve System and the Federal Reserve Bank,20,2009,20,2009
1652,11177,JOHNSON,100,0,0,19640916,1964,9,16,88,0,0,Providing for certain arrangements under the Columbia River Treaty,19,1902,19,1902
1653,11178,JOHNSON,100,0,0,19640918,1964,9,18,88,0,0,Providing for the transfer of lands in Georgia from the Chattahoochee National Forest to the Oconee National Forest; the addition of land in Indiana to the Hoosier National Forest; the addition of land in Oklahoma to the Quachita National Forest; and the,21,2103,21,2103
1654,11179,JOHNSON,100,0,0,19640922,1964,9,22,88,0,0,Providing for the National Defense Executive Reserve,20,2002,20,2002
1655,11180,JOHNSON,100,0,0,19640924,1964,9,24,88,0,0,Creating an emergency board to  investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,10,1005,10,1005
