id,year,Deflator,amount,chngdllr,pctChng,amount_nominal,TrueCode,majorfunction,subfunction,FunctionName,IsItMajorFunction,IsItSubFunction,IsItSubSubFunction,programmatic,discretionary,mandatory,Congress
5042,1990,0.6627,446,232.4612401,108.6267477,296,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,101
5043,1990,0.6627,9378,153.7855682,1.66723296,6215,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,101
5044,1990,0.6627,3490,2544.363399,269.2448041,2313,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,101
5045,1990,0.6627,235,7.132966479,3.12849407,156,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,101
5046,1990,0.6627,3067,-126.4307338,-3.958382398,2033,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,101
5047,1990,0.6627,1121,-153.0629289,-12.01435863,743,808 Othr,800,808,Other General Government,0,1,0,1,1,0,101
5048,1990,0.6627,-545,851.4439055,60.94802473,-361,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,101
5049,1990,0.6627,278726,14284.58356,5.401803639,184712,900 NetI,900,,Net Interest,1,0,0,0,0,0,101
5050,1990,0.6627,399607,23023.86323,6.113888102,264820,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,101
5051,1990,0.6627,-70041,-6646.433474,-10.48416038,-46416,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,101
5052,1990,0.6627,-24131,-6314.251551,-35.44146582,-15991,903 OfBT,900,903,Interest Received by Off-budget Trust Funds,0,1,0,0,0,0,101
5053,1990,0.6627,-26711,4221.405354,13.6473728,-17701,908 Othr,900,908,Other Interest,0,1,0,0,0,0,101
5054,1990,0.6627,0,0,,0,909 Invst,900,909,Other Investment Income,0,1,0,0,0,0,101
5055,1990,0.6627,-55252,2928.867663,5.034062087,-36615,950 Undt,950,,Undistributed Offsetting Receipts,1,0,0,0,0,0,101
5056,1990,0.6627,-42318,3687.524967,8.015313148,-28044,951 EmpO,950,951,"Employer Share, Employee Retirement (On-budget)",0,1,0,0,0,0,101
5057,1990,0.6627,-8401,-805.1107655,-10.5991412,-5567,952 EmpF,950,952,"Employer Share, Employee Retirement (Off-budget)",0,1,0,0,0,0,101
5058,1990,0.6627,-4533,46.45346189,1.014267727,-3004,953 Rent,950,953,Rents and Royalties on the Outer Continental Shelf,0,1,0,0,0,0,101
5059,1990,0.6627,0,0,,0,954 Sale,950,954,Sale of Major Assets,0,1,0,0,0,0,101
5060,1990,0.6627,0,0,,0,959 Recp,950,959,Other Undistributed Offsetting Receipts,0,1,0,0,0,0,101
5061,1991,0.6862,2127659,45269.35265,2.173913275,1460000,Totl BA,0,0,Total Budget Authority,0,0,0,0,0,0,102
5062,1991,0.6862,420998,-36628.1257,-8.003943329,288889,050 Defs,50,,National Defense,1,0,0,0,0,0,102
5063,1991,0.6862,0,0,,0,050 TF/R,50,50.1,National Defense- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5064,1991,0.6862,402433,-39624.55377,-8.963654943,276150,051-Mil,50,51,Department of Defense-Military,0,1,0,1,1,0,102
5065,1991,0.6862,122723,3701.513733,3.109940795,84213,051-MilP,50,51.1,Department of Defense-Military- Military Personnel,0,0,1,1,1,0,102
5066,1991,0.6862,170760,37425.86885,28.06926129,117176,051-O&M,50,51.2,Department of Defense-Military- Operation and Maintenance,0,0,1,1,1,0,102
5067,1991,0.6862,104546,-18247.84867,-14.86053771,71740,051-Proc,50,51.3,Department of Defense-Military- Procurement,0,0,1,1,1,0,102
5068,1991,0.6862,52744,-2271.746343,-4.129321718,36193,051-RDTE,50,51.4,"Department of Defense-Military- Research, Development, Test, and Evaluation",0,0,1,1,1,0,102
5069,1991,0.6862,7560,-180.5813081,-2.332790442,5188,051-MlCn,50,51.5,Department of Defense-Military- Military Construction,0,0,1,1,1,0,102
5070,1991,0.6862,4803,60.5451753,1.276785645,3296,051-FamH,50,51.6,Department of Defense-Military- Family Housing,0,0,1,1,1,0,102
5071,1991,0.6862,-60706,-60112.3052,-100,-41656,051-Othr,50,51.9,Department of Defense-Military- Other,0,0,1,1,1,0,102
5072,1991,0.6862,16872,2301.936247,15.79915063,11578,053 Atom,50,53,Atomic Energy Defense Activities,0,1,0,1,1,0,102
5073,1991,0.6862,1691,694.4918153,69.658156,1161,054 Drel,50,54,Defense-related Activities,0,1,0,1,1,0,102
5074,1991,0.6862,33064,4677.802101,16.47925774,22689,150 IAff,150,,International Affairs,1,0,0,0,0,0,102
5075,1991,0.6862,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5076,1991,0.6862,9877,1282.44562,14.92083328,6778,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,102
5077,1991,0.6862,13204,539.7491788,4.262075006,9061,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,102
5078,1991,0.6862,4718,292.9071813,6.619371329,3238,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,102
5079,1991,0.6862,1811,-175.8993408,-8.852508344,1243,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,102
5080,1991,0.6862,3452,2738.599461,384.0952961,2369,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,102
5081,1991,0.6862,24071,1974.219207,8.934331389,16518,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,102
5082,1991,0.6862,0,0,,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,102
5083,1991,0.6862,5059,255.1620498,5.311449829,3472,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,102
5084,1991,0.6862,19011,1719.057157,9.941343725,13046,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,102
5085,1991,0.6862,7849,415.7959034,5.59391771,5386,270 Ener,270,,Energy,1,0,0,0,0,0,102
5086,1991,0.6862,0,0,,0,270 TF/R,270,270.1,Energy- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5087,1991,0.6862,6149,1028.337788,20.08080039,4220,271 ESup,270,271,Energy Supply,0,1,0,0,0,0,102
5088,1991,0.6862,671,119.5296948,21.65393022,461,272 ECon,270,272,Energy Conservation,0,1,0,1,1,0,102
5089,1991,0.6862,489,-371.9735164,-43.202499,336,274 EPrp,270,274,Emergency Energy Preparedness,0,1,0,1,1,0,102
5090,1991,0.6862,537,-360.0980629,-40.14471158,369,276 EInf,270,276,"Energy Information, Policy, and Regulation",0,1,0,1,1,0,102
5091,1991,0.6862,28013,652.9018895,2.386337315,19223,300 NatR,300,,Natural Resources,1,0,0,0,0,0,102
5092,1991,0.6862,0,0,,0,300 TF/R,300,300.1,Natural Resources- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5093,1991,0.6862,6368,-168.4888098,-2.577858167,4370,301 Watr,300,301,Water Resources,0,1,0,1,1,0,102
5094,1991,0.6862,5700,-7.503550233,-0.131456731,3912,302 Land,300,302,Conservation and Land Management,0,1,0,1,1,0,102
5095,1991,0.6862,3617,3.017956843,0.083507384,2482,303 Recr,300,303,Recreational Resources,0,1,0,1,1,0,102
5096,1991,0.6862,8962,595.1162844,7.112660265,6150,304 Polu,300,304,Pollution Control and Abatement,0,1,0,1,1,0,102
5097,1991,0.6862,3364,230.7600084,7.363114499,2309,306 Othr,300,306,Other Natural Resources,0,1,0,1,1,0,102
5098,1991,0.6862,25110,3167.190675,14.4337177,17231,350 Agri,350,,Agriculture,1,0,0,0,0,0,102
5099,1991,0.6862,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5100,1991,0.6862,21471,2891.822784,15.56416999,14734,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,102
5101,1991,0.6862,3638,275.367891,8.188162087,2497,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,102
5102,1991,0.6862,127285,32232.98834,33.91089965,87343,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,102
5103,1991,0.6862,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5104,1991,0.6862,11390,-3468.645289,-23.34530414,7816,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,102
5105,1991,0.6862,5555,163.6518105,3.035648497,3812,372 Post,370,372,Postal Service,0,1,0,0,0,0,102
5106,1991,0.6862,106075,37229.85669,54.07779314,72789,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,102
5107,1991,0.6862,4264,-1691.874875,-28.41099706,2926,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,102
5108,1991,0.6862,45760,-927.0812016,-1.985737361,31401,400 TRNS,400,,Transportation,1,0,0,0,0,0,102
5109,1991,0.6862,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5110,1991,0.6862,27828,-1398.781655,-4.785922794,19096,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,102
5111,1991,0.6862,13016,552.4514698,4.432377004,8932,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,102
5112,1991,0.6862,4549,-230.7496729,-4.827399015,3122,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,102
5113,1991,0.6862,365,149.9986564,69.76681693,251,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,102
5114,1991,0.6862,11302,-3516.849915,-23.73203263,7756,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,102
5115,1991,0.6862,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5116,1991,0.6862,5383,-743.1822081,-12.1316064,3694,451 CDev,450,451,Community Development,0,1,0,1,1,0,102
5117,1991,0.6862,5918,-167.610295,-2.754483073,4061,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,102
5118,1991,0.6862,1,-2606.057411,-99.96384392,1,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,102
5119,1991,0.6862,64347,5539.22207,9.419324349,44155,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,102
5120,1991,0.6862,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,102
5121,1991,0.6862,19134,2093.469844,12.28562115,13130,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,102
5122,1991,0.6862,18032,964.5886173,5.65144491,12374,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,102
5123,1991,0.6862,2799,330.7866739,13.40302568,1921,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,102
5124,1991,0.6862,9867,1472.938642,17.54751777,6771,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,102
5125,1991,0.6862,1177,-55.3360991,-4.491566485,808,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,102
5126,1991,0.6862,13335,732.7743912,5.814746796,9151,506 SoSv,500,506,Social Services,0,1,0,1,1,0,102
5127,1991,0.6862,109884,17962.43471,19.54095288,75403,550 Heth,550,,Health,1,0,0,0,0,0,102
5128,1991,0.6862,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5129,1991,0.6862,93092,17000.647,22.34252014,63880,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,102
5130,1991,0.6862,14393,831.064698,6.127891889,9877,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,102
5131,1991,0.6862,2398,130.7230074,5.766343511,1646,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,102
5132,1991,0.6862,176911,5377.34796,3.134858372,121397,571 MedC,571,,Medicare,1,1,0,1,0,1,102
5133,1991,0.6862,263764,-8748.240386,-3.210222077,180995,600 IncS,600,,Income Security,1,0,0,0,0,0,102
5134,1991,0.6862,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5135,1991,0.6862,8614,55.18106708,0.644789286,5911,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,102
5136,1991,0.6862,83284,-48184.98835,-36.6512169,57150,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,102
5137,1991,0.6862,39607,10997.75514,38.44024865,27179,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,102
5138,1991,0.6862,28815,11824.1172,69.5904726,19773,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,102
5139,1991,0.6862,42895,5089.711868,13.46306538,29435,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,102
5140,1991,0.6862,60546,11469.9827,23.3718777,41547,609 Othr,600,609,Other income security,0,1,0,1,0,1,102
5141,1991,0.6862,474908,10262.04547,2.208572864,325882,651 SSec,651,,Social Security,1,1,0,1,0,1,102
5142,1991,0.6862,48455,2393.694537,5.196792377,33250,700 Vets,700,,Veterans' Benefits and Services,1,0,0,0,0,0,102
5143,1991,0.6862,0,0,,0,700 TF/R,700,700.1,Veterans' Benefits and Services- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5144,1991,0.6862,25515,346.1245093,1.375201674,17509,701 VetI,700,701,Income Security for Veterans,0,1,0,1,0,1,102
5145,1991,0.6862,1151,820.8015776,248.7277508,790,702 VetE,700,702,"Veterans Education, Training, and  Rehabilitation",0,1,0,1,0,1,102
5146,1991,0.6862,19227,866.3809943,4.718593727,13194,703 Hosp,700,703,Hospital and Medical Care for Veterans,0,1,0,1,1,0,102
5147,1991,0.6862,1084,237.6951078,28.09634844,744,704 VetH,700,704,Veterans Housing,0,1,0,0,0,0,102
5148,1991,0.6862,1476,122.6923482,9.068170599,1013,705 VetO,700,705,Other Veterans Benefits and Services,0,1,0,1,1,0,102
5149,1991,0.6862,19159,476.4754398,2.550451985,13147,750 Just,750,,Justice Administration,1,0,0,0,0,0,102
5150,1991,0.6862,0,0,,0,750 TF/R,750,750.1,Justice Administration- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5151,1991,0.6862,8673,827.1682263,10.54254686,5952,751 LawE,750,751,Federal Law Enforcement Activities,0,1,0,1,1,0,102
5152,1991,0.6862,6723,946.1087994,16.37716461,4614,752 Liti,750,752,Federal Litigative and Judicial Activities,0,1,0,1,1,0,102
5153,1991,0.6862,2518,-1371.930107,-35.26812614,1728,753 Corr,750,753,Federal Correctional Activities,0,1,0,1,1,0,102
5154,1991,0.6862,1243,75.12852155,6.437748205,853,754 CJst,750,754,Criminal Justice Assistance,0,1,0,1,1,0,102
5155,1991,0.6862,19819,-91.67560685,-0.46045006,13600,800 Govt,800,,General Government,1,0,0,0,0,0,102
5156,1991,0.6862,2945,229.0443206,8.43314877,2021,801 Lege,800,801,Legislative Functions,0,1,0,1,1,0,102
5157,1991,0.6862,273,-172.6850101,-38.71861213,188,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,102
5158,1991,0.6862,9118,-259.9680427,-2.772105382,6257,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,102
5159,1991,0.6862,3053,-437.2213299,-12.5278318,2095,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,102
5160,1991,0.6862,238,3.596743087,1.530528973,164,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,102
5161,1991,0.6862,3115,47.95657449,1.563631382,2138,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,102
5162,1991,0.6862,2120,999.2021018,89.13488865,1455,808 Othr,800,808,Other General Government,0,1,0,1,1,0,102
5163,1991,0.6862,-1047,-501.6009641,-92.03687415,-718,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,102
5164,1991,0.6862,282873,4147.375514,1.487975831,194108,900 NetI,900,,Net Interest,1,0,0,0,0,0,102
5165,1991,0.6862,416793,17186.27202,4.300793535,286004,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,102
5166,1991,0.6862,-74288,-4246.637355,-6.063073564,-50976,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,102
5167,1991,0.6862,-29470,-5339.468468,-22.12700869,-20222,903 OfBT,900,903,Interest Received by Off-budget Trust Funds,0,1,0,0,0,0,102
5168,1991,0.6862,-30164,-3452.79068,-12.92647479,-20698,908 Othr,900,908,Other Interest,0,1,0,0,0,0,102
5169,1991,0.6862,0,0,,0,909 Invst,900,909,Other Investment Income,0,1,0,0,0,0,102
5170,1991,0.6862,-57354,-2102.296334,-3.804923503,-39356,950 Undt,950,,Undistributed Offsetting Receipts,1,0,0,0,0,0,102
5171,1991,0.6862,-44305,-1987.07653,-4.695582329,-30402,951 EmpO,950,951,"Employer Share, Employee Retirement (On-budget)",0,1,0,0,0,0,102
5172,1991,0.6862,-8459,-57.69258595,-0.686734745,-5804,952 EmpF,950,952,"Employer Share, Employee Retirement (Off-budget)",0,1,0,0,0,0,102
5173,1991,0.6862,-4591,-57.52721846,-1.269076075,-3150,953 Rent,950,953,Rents and Royalties on the Outer Continental Shelf,0,1,0,0,0,0,102
5174,1991,0.6862,0,0,,0,954 Sale,950,954,Sale of Major Assets,0,1,0,0,0,0,102
5175,1991,0.6862,0,0,,0,959 Recp,950,959,Other Undistributed Offsetting Receipts,0,1,0,0,0,0,102
5176,1992,0.703,2162162,34502.58769,1.621622059,1520000,Totl BA,0,0,Total Budget Authority,0,0,0,0,0,0,102
5177,1992,0.703,419745,-1252.874283,-0.297596255,295081,050 Defs,50,,National Defense,1,0,0,0,0,0,102
5178,1992,0.703,0,0,,0,050 TF/R,50,50.1,National Defense- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5179,1992,0.703,401248,-1184.759657,-0.294399231,282078,051-Mil,50,51,Department of Defense-Military,0,1,0,1,1,0,102
5180,1992,0.703,115534,-7188.845075,-5.857781406,81221,051-MilP,50,51.1,Department of Defense-Military- Military Personnel,0,0,1,1,1,0,102
5181,1992,0.703,133240,-37520.31287,-21.97254209,93668,051-O&M,50,51.2,Department of Defense-Military- Operation and Maintenance,0,0,1,1,1,0,102
5182,1992,0.703,89547,-14999.12645,-14.34691566,62952,051-Proc,50,51.3,Department of Defense-Military- Procurement,0,0,1,1,1,0,102
5183,1992,0.703,52095,-648.7920985,-1.230077542,36623,051-RDTE,50,51.4,"Department of Defense-Military- Research, Development, Test, and Evaluation",0,0,1,1,1,0,102
5184,1992,0.703,7473,-86.79378423,-1.148065929,5254,051-MlCn,50,51.5,Department of Defense-Military- Military Construction,0,0,1,1,1,0,102
5185,1992,0.703,5317,513.9475944,10.7005537,3738,051-FamH,50,51.6,Department of Defense-Military- Family Housing,0,0,1,1,1,0,102
5186,1992,0.703,-1961,58745.16302,96.76994534,-1378,051-Othr,50,51.9,Department of Defense-Military- Other,0,0,1,1,1,0,102
5187,1992,0.703,17041,168.6198923,0.999406664,11980,053 Atom,50,53,Atomic Energy Defense Activities,0,1,0,1,1,0,102
5188,1992,0.703,1455,-236.7345179,-13.99967581,1023,054 Drel,50,54,Defense-related Activities,0,1,0,1,1,0,102
5189,1992,0.703,30193,-2871.247553,-8.683908641,21226,150 IAff,150,,International Affairs,1,0,0,0,0,0,102
5190,1992,0.703,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5191,1992,0.703,9466,-411.0148744,-4.161333142,6655,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,102
5192,1992,0.703,9504,-3699.626409,-28.01898219,6682,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,102
5193,1992,0.703,5779,1060.775467,22.48358345,4063,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,102
5194,1992,0.703,1853,42.05982356,2.322464029,1303,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,102
5195,1992,0.703,3588,136.5584394,3.955922346,2523,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,102
5196,1992,0.703,24642,571.2595352,2.373227266,17324,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,102
5197,1992,0.703,0,0,,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,102
5198,1992,0.703,5867,807.9604709,15.97075451,4125,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,102
5199,1992,0.703,18775,-236.7009357,-1.245073566,13199,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,102
5200,1992,0.703,8669,820.962167,10.45944919,6095,270 Ener,270,,Energy,1,0,0,0,0,0,102
5201,1992,0.703,0,0,,0,270 TF/R,270,270.1,Energy- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5202,1992,0.703,6812,662.4227351,10.77285307,4789,271 ESup,270,271,Energy Supply,0,1,0,0,0,0,102
5203,1992,0.703,726,55.06898237,8.207001844,511,272 ECon,270,272,Energy Conservation,0,1,0,1,1,0,102
5204,1992,0.703,401,-88.51518226,-18.10126427,282,274 EPrp,270,274,Emergency Energy Preparedness,0,1,0,1,1,0,102
5205,1992,0.703,729,191.9856318,35.7515143,513,276 EInf,270,276,"Energy Information, Policy, and Regulation",0,1,0,1,1,0,102
5206,1992,0.703,30284,2270.796391,8.106223507,21290,300 NatR,300,,Natural Resources,1,0,0,0,0,0,102
5207,1992,0.703,0,0,,0,300 TF/R,300,300.1,Natural Resources- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5208,1992,0.703,6782,413.9555961,6.500558984,4768,301 Watr,300,301,Water Resources,0,1,0,1,1,0,102
5209,1992,0.703,6617,916.3923776,16.07705926,4652,302 Land,300,302,Conservation and Land Management,0,1,0,1,1,0,102
5210,1992,0.703,3826,209.4367604,5.790344495,2690,303 Recr,300,303,Recreational Resources,0,1,0,1,1,0,102
5211,1992,0.703,9395,433.0464475,4.832029095,6605,304 Polu,300,304,Pollution Control and Abatement,0,1,0,1,1,0,102
5212,1992,0.703,3662,297.9652097,8.857467589,2575,306 Othr,300,306,Other Natural Resources,0,1,0,1,1,0,102
5213,1992,0.703,31829,6718.548105,26.75646398,22376,350 Agri,350,,Agriculture,1,0,0,0,0,0,102
5214,1992,0.703,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5215,1992,0.703,27953,6481.184232,30.18575861,19651,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,102
5216,1992,0.703,3876,237.3638729,6.524570448,2725,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,102
5217,1992,0.703,67704,-59580.92291,-46.80906855,47596,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,102
5218,1992,0.703,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5219,1992,0.703,6421,-4969.212597,-43.62785423,4514,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,102
5220,1992,0.703,3853,-1701.746647,-30.6345031,2709,372 Post,370,372,Postal Service,0,1,0,0,0,0,102
5221,1992,0.703,52576,-53499.38578,-50.43543321,36961,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,102
5222,1992,0.703,4853,589.4221086,13.82322018,3412,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,102
5223,1992,0.703,52532,6771.294527,14.79740937,36930,400 TRNS,400,,Transportation,1,0,0,0,0,0,102
5224,1992,0.703,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5225,1992,0.703,33129,5300.823842,19.0485261,23290,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,102
5226,1992,0.703,14285,1269.304264,9.751876644,10043,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,102
5227,1992,0.703,4722,172.9233874,3.80134947,3320,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,102
5228,1992,0.703,394,28.24303387,7.737817499,277,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,102
5229,1992,0.703,17490,6187.926748,54.75072331,12296,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,102
5230,1992,0.703,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5231,1992,0.703,5388,5.065520505,0.094102183,3788,451 CDev,450,451,Community Development,0,1,0,1,1,0,102
5232,1992,0.703,4672,-1245.268954,-21.04205735,3285,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,102
5233,1992,0.703,7429,7428.130181,742813.0181,5223,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,102
5234,1992,0.703,65522,1174.919247,1.82591146,46062,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,102
5235,1992,0.703,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,102
5236,1992,0.703,20241,1107.457609,5.787904301,14230,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,102
5237,1992,0.703,17305,-726.8113962,-4.030675445,12166,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,102
5238,1992,0.703,2977,177.7650267,6.351019175,2093,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,102
5239,1992,0.703,10315,448.4038718,4.544480306,7252,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,102
5240,1992,0.703,1271,94.19347403,8.002844013,894,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,102
5241,1992,0.703,13409,73.91066226,0.554260684,9427,506 SoSv,500,506,Social Services,0,1,0,1,1,0,102
5242,1992,0.703,131655,21770.88781,19.81260949,92554,550 Heth,550,,Health,1,0,0,0,0,0,102
5243,1992,0.703,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5244,1992,0.703,113921,20829.37098,22.37503865,80087,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,102
5245,1992,0.703,15224,830.9883155,5.773558782,10703,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,102
5246,1992,0.703,2509,110.5285131,4.609195709,1764,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,102
5247,1992,0.703,189300,12388.16323,7.0024833,133078,571 MedC,571,,Medicare,1,1,0,1,0,1,102
5248,1992,0.703,289260,25496.10426,9.666256297,203350,600 IncS,600,,Income Security,1,0,0,0,0,0,102
5249,1992,0.703,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,102
5250,1992,0.703,8519,-94.9032605,-1.101732766,5989,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,102
5251,1992,0.703,83002,-281.9116805,-0.338494405,58351,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,102
5252,1992,0.703,56236,16628.14486,41.98284359,39534,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,102
5253,1992,0.703,28143,-671.5442375,-2.330537003,19785,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,102
5254,1992,0.703,47594,4698.937352,10.95451067,33459,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,102
5255,1992,0.703,65763,5217.381228,8.61721869,46232,609 Othr,600,609,Other income security,0,1,0,1,0,1,102
5256,1992,0.703,481267,6359.235288,1.339045728,338331,651 SSec,651,,Social Security,1,1,0,1,0,1,102
